"schoolid";"program%.engineering_technology";"demographics.ethn.non_resident_alien";"program%.english";"program%.resources";"demographics.ethn.black";"program%.social_science";"program%.philosophy_religious";"demographics.ethn.asian";"program%.humanities";"demographics.ethn.white";"attendance.academic_year";"tuition.out_of_state";"program%.ethnic_cultural_gender";"aid.federal_loan_rate";"program%.public_administration_social_service";"act_scores.midpoint.writing";"school.name";"demographics.ethn.two_or_more";"size";"grad_students";"program%.computer";"program%.engineering";"act_scores.midpoint.cumulative";"program%.biological";"program%.communication";"aid.loan_principal";"sat_scores.average.overall";"net_price.private.by_income_level.75001-110000";"act_scores.midpoint.english";"program%.communications_technology";"program%.mechanic_repair_technology";"aid.median_debt.income.30001_75000";"aid.median_debt.completers.overall";"program%.business_marketing";"program%.physical_science";"program%.library";"tuition.in_state";"program%.history";"program%.military";"net_price.private.by_income_level.110001-plus";"demographics.ethn.nhpi";"program%.mathematics";"program%.science_technology";"program%.transportation";"program%.legal";"program%.construction";"share_25_older";"aid.median_debt.income.greater_than_75000";"program%.architecture";"program%.psychology";"demographics.age_entry";"sat_scores.midpoint.writing";"program%.multidiscipline";"sat_scores.midpoint.math";"net_price.private.by_income_level.48001-75000";"program%.parks_recreation_fitness";"demographics.median_family_income";"demographics.female_share";"act_scores.midpoint.math";"program%.health";"aid.median_debt.noncompleters";"program%.education";"program%.security_law_enforcement";"program%.theology_religious_vocation";"program%.language";"program%.visual_performing";"aid.median_debt.income.0_30000";"avg_net_price.private";"net_price.private.by_income_level.30001-48000";"school.ft_faculty_rate";"demographics.ethn.aian";"demographics.ethn.hispanic";"program%.precision_production";"sat_scores.midpoint.critical_reading";"admission_rate.overall";"program%.agriculture";"demographics.ethn.unknown";"net_price.private.by_income_level.0-30000";"program%.family_consumer_science";"demographics.avg_family_income";"program%.personal_culinary";"school.faculty_salary";"aid.students_with_any_loan";"avg_net_price.public";"avg_net_price.program_year";"avg_net_price.other_academic_year";"net_price.public.by_income_level.0-30000";"net_price.public.by_income_level.30001-48000";"net_price.public.by_income_level.48001-75000";"net_price.public.by_income_level.75001-110000";"net_price.public.by_income_level.110001-plus";"attendance.program_year";"tuition.program_year"
232186;0.0;0.0486;0.0685;0.0062;0.1092;0.1106;0.0018;0.1944;0.0462;0.4291;24347;32582;0.0016;0.4404;0.0121;0.0;"George Mason University";0.0455;23179;11092.0;0.0897;0.0478;27.0;0.0624;0.0;15993.5;1165.0;0.0;26.0;0.0057;0.0;15750.0;19500.0;0.1791;0.0168;0.0;11300;0.0203;0.0;0.0;0.0041;0.0109;0.0;0.0;0.0;0.0;0.2176;15750.0;0.0;0.061;22;0.0;0.0154;580.0;0.0;0.0074;44254;0.557201846;25.0;0.0965;8250.0;0.0179;0.069;0.0;0.007;0.0458;16500.0;0.0;0.0;0.5401;0.0019;0.1375;0.0;575.0;0.8099;0.0;0.0298;0.0;0.0002;64723;0.0;10535;0.8360456643;19479.0;"";"";15089.0;15800.0;18989.0;21584.0;23680.0;"";""
233295;0.0;0.0161;0.0516;0.0452;0.0847;0.2226;0.029;0.0224;0.0;0.7845;50444;38730;0.0032;0.6477;0.0;0.0;"Randolph-Macon College";0.0378;1429;0.0;0.0323;0.0161;24.0;0.1581;0.1194;24318.0;1091.0;24731.0;24.0;0.0;0.0;25000.0;27000.0;0.0742;0.0323;0.0;38730;0.0355;0.0;28719.0;0.0014;0.0097;0.0;0.0;0.0;0.0;0.0042;23250.0;0.0;0.0968;19;530.0;0.0;538.0;23232.0;0.0;88919;0.546191248;24.0;0.0;8750.0;0.0;0.0;0.0;0.0258;0.0484;27000.0;24858.0;19430.0;0.645;0.0035;0.0427;0.0;545.0;0.614;0.0;0.007;19935.0;0.0;102436;0.0;7992;0.9529983793;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
233374;0.0;0.0845;0.0315;0.0067;0.07;0.1157;0.0056;0.0712;0.0124;0.5943;61337;49420;0.0124;0.3878;0.0011;0.0;"University of Richmond";0.0412;3229;805.0;0.0438;0.0;31.0;0.091;0.0056;19500.0;1338.0;23205.0;0.0;0.0;0.0;19555.0;21057.5;0.3753;0.0371;0.0;49420;0.0157;0.0;40438.0;0.0;0.0191;0.0;0.0;0.0225;0.0;0.0898;19500.0;0.0;0.036;20;655.0;0.0629;670.0;14515.0;0.0;73024;0.5490909091;0.0;0.018;7176.0;0.0517;0.0067;0.0;0.0124;0.0169;16977.5;24699.0;11387.0;0.6485;0.0025;0.0749;0.0;650.0;0.3248;0.0;0.0613;8681.0;0.0;102442;0.0;12109;0.8957575758;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
233921;0.004;0.0583;0.0135;0.031;0.0397;0.082;0.0038;0.0999;0.0003;0.6654;24855;29975;0.0;0.4029;0.0027;0.0;"Virginia Polytechnic Institute and State University";0.0449;25725;7379.0;0.0355;0.2342;0.0;0.0733;0.0365;21110.0;1210.0;0.0;0.0;0.0;0.0;22308.0;23250.0;0.1834;0.0228;0.0;12852;0.0117;0.0;0.0;0.0012;0.023;0.0;0.0;0.0;0.0;0.0251;20500.0;0.0163;0.0367;19;580.0;0.0007;620.0;0.0;0.0;89378;0.4649326521;0.0;0.0;10499.5;0.0;0.0;0.0;0.0092;0.0252;21003.5;0.0;0.0;0.9837;0.0017;0.0596;0.0;590.0;0.7087;0.0608;0.0293;0.0;0.0933;104698;0.0;10988;0.9058677814;19413.0;"";"";11998.0;14022.0;17684.0;21740.0;23948.0;"";""
234030;0.0;0.0348;0.0257;0.0111;0.1892;0.0627;0.0077;0.1291;0.0;0.4827;29278;32287;0.0129;0.5041;0.0207;0.0;"Virginia Commonwealth University";0.0587;22614;7007.0;0.0332;0.0409;24.0;0.0781;0.0637;18500.0;1094.0;0.0;25.0;0.0;0.0;19500.0;23250.0;0.1328;0.0278;0.0;13130;0.0207;0.0;0.0;0.0014;0.0106;0.0;0.0;0.0;0.0;0.1494;16250.0;0.0;0.0946;21;535.0;0.0614;540.0;0.0;0.0;51128;0.6243783971;23.0;0.0679;9250.0;0.0428;0.0766;0.0;0.0081;0.1002;19000.0;0.0;0.0;0.69;0.0025;0.0879;0.0;550.0;0.8115;0.0;0.0138;0.0;0.0;70086;0.0;8770;0.9005435411;21136.0;"";"";13593.0;17606.0;21089.0;24358.0;26432.0;"";""
234076;0.0;0.0453;0.0318;0.0213;0.065;0.1622;0.0168;0.1302;0.1547;0.5929;29572;45756;0.0058;0.2536;0.0173;9.0;"University of Virginia-Main Campus";0.0445;15963;7567.0;0.0266;0.1311;31.0;0.0584;0.0;16500.0;1362.0;0.0;32.0;0.0;0.0;16000.0;19000.0;0.0913;0.0334;0.0;16412;0.0328;0.0;0.0;0.0005;0.0168;0.0;0.0;0.0;0.0;0.0455;19500.0;0.0201;0.0517;20;670.0;0.0213;680.0;0.0;0.0135;75580;0.5454545455;30.0;0.0406;9641.0;0.0;0.0;0.0;0.0281;0.0228;12500.0;0.0;0.0;0.9443;0.0011;0.0635;0.0;670.0;0.2986;0.0;0.0571;0.0;0.0015;100900;0.0;13564;0.8483766234;19177.0;"";"";9463.0;10684.0;14374.0;21087.0;27814.0;"";""
234207;0.0;0.039;0.0404;0.0043;0.0192;0.1851;0.0383;0.0324;0.0;0.8308;62350;48267;0.0043;0.2039;0.0;0.0;"Washington and Lee University";0.0324;1820;330.0;0.0128;0.0426;32.0;0.0957;0.0766;19500.0;1396.0;18436.0;33.0;0.0;0.0;15630.0;19917.0;0.2489;0.0681;0.0;48267;0.0383;0.0;34627.0;0.0;0.0362;0.0;0.0;0.0;0.0;0.0016;20000.0;0.0;0.0404;19;690.0;0.0043;700.0;8962.0;0.0;115740;0.4401408451;31.0;0.0;5500.0;0.0;0.0;0.0;0.0277;0.0362;20400.0;26659.0;1789.0;0.79;0.0;0.0368;0.0;690.0;0.2358;0.0;0.0093;920.0;0.0;145228;0.0;12933;0.8521126761;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
235097;0.0188;0.0452;0.018;0.0039;0.0363;0.0762;0.0035;0.0302;0.0023;0.6439;20638;23343;0.0059;0.7195;0.0426;7.0;"Eastern Washington University";0.0614;10546;1062.0;0.0485;0.041;20.0;0.0875;0.0547;14924.0;962.0;0.0;19.0;0.0;0.0;13976.0;20500.5;0.1942;0.0176;0.0;6951;0.0082;0.0;0.0;0.0036;0.0059;0.0;0.0;0.0;0.0;0.2111;13432.0;0.0039;0.0739;22;465.0;0.0637;485.0;0.0;0.0109;38218;0.575044405;20.0;0.0887;9332.5;0.0766;0.0;0.0;0.0082;0.0227;17117.5;0.0;0.0;0.6324;0.0115;0.1477;0.0;480.0;0.9548;0.0;0.02;0.0;0.0227;53199;0.0;8469;0.8226021314;13706.0;"";"";8388.0;10003.0;14065.0;18800.0;19535.0;"";""
236328;0.0;0.0048;0.0424;0.0;0.0104;0.1713;0.0368;0.0642;0.0;0.7318;59721;46552;0.0;0.441;0.0;0.0;"University of Puget Sound";0.0854;2506;283.0;0.0331;0.0;0.0;0.1326;0.0387;20500.0;0.0;36825.0;0.0;0.0;0.0;25866.0;26696.5;0.1013;0.0608;0.0;46552;0.0276;0.0;41820.0;0.0028;0.0221;0.0;0.0;0.0;0.0;0.0162;20250.0;0.0;0.0939;20;0.0;0.0405;0.0;36126.0;0.0663;90104;0.6393861893;0.0;0.0;9500.0;0.0074;0.0;0.0;0.046;0.0792;9500.0;37324.0;33907.0;0.8361;0.002;0.0806;0.0;0.0;0.789;0.0;0.018;28479.0;0.0;112275;0.0;10127;0.9603580563;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
236939;0.0;0.0464;0.0193;0.0074;0.0332;0.1113;0.0028;0.0588;0.0181;0.6126;26441;25673;0.0028;0.4605;0.004;8.0;"Washington State University";0.0723;24362;5238.0;0.0167;0.1052;23.0;0.063;0.0679;14772.0;1054.0;0.0;22.0;0.0;0.0;14957.0;20348.5;0.1945;0.0155;0.0;11041;0.0116;0.0;0.0;0.0039;0.0077;0.0;0.0;0.0;0.0;0.1672;14000.0;0.0065;0.0631;22;490.0;0.0123;528.0;0.0;0.0267;44850;0.5742963356;23.0;0.0746;8495.0;0.0255;0.0315;0.0;0.0086;0.0086;15343.0;0.0;0.0;0.7746;0.0079;0.1434;0.0;520.0;0.7204;0.032;0.0215;0.0;0.0628;64048;0.0;9807;0.8267657993;16278.0;"";"";10048.0;11763.0;16127.0;22895.0;24464.0;"";""
237011;0.0126;0.0112;0.0544;0.0582;0.0167;0.1122;0.0064;0.0652;0.002;0.7219;22959;21847;0.005;0.4465;0.0301;8.0;"Western Washington University";0.0865;14483;982.0;0.0351;0.0091;26.0;0.0465;0.0506;15000.0;1122.0;0.0;25.0;0.0;0.0;15000.0;19333.0;0.121;0.0339;0.0;7903;0.0228;0.0;0.0;0.002;0.0167;0.0;0.0;0.0;0.0;0.0797;14923.5;0.0;0.0544;21;530.0;0.0728;545.0;0.0;0.031;51312;0.6000439271;25.0;0.0628;7667.0;0.0702;0.0;0.0;0.0286;0.0637;15570.0;0.0;0.0;0.6715;0.0036;0.0853;0.0;560.0;0.8312;0.0;0.0076;0.0;0.0;69215;0.0;9152;0.8383483418;15845.0;"";"";9241.0;10557.0;15270.0;20572.0;21717.0;"";""
237057;0.0;0.0574;0.0435;0.0;0.0143;0.2418;0.0217;0.0451;0.019;0.7138;59902;47862;0.0109;0.4544;0.0;9.0;"Whitman College";0.0683;1464;0.0;0.0;0.019;30.0;0.2065;0.0136;17477.0;1324.0;26877.0;0.0;0.0;0.0;19500.0;19000.0;0.0;0.0788;0.0;47862;0.0489;0.0;43539.0;0.0034;0.0707;0.0;0.0;0.0;0.0;0.0075;17391.5;0.0;0.1033;19;650.0;0.0;650.0;21821.0;0.0;98863;0.6171617162;0.0;0.0;9875.0;0.0;0.0;0.0;0.0136;0.1087;15425.0;33482.0;17942.0;0.7579;0.0034;0.0738;0.0;660.0;0.5108;0.0;0.0205;15238.0;0.0;119078;0.0;8926;0.9339933993;0.0;"";"";0.0;0.0;0.0;0.0;0.0;"";""
238032;0.0;0.0647;0.0156;0.0198;0.0479;0.0732;0.0035;0.0151;0.0635;0.7917;19512;22488;0.0;0.5066;0.0095;0.0;"West Virginia University";0.0388;21428;6138.0;0.0112;0.1411;24.0;0.0646;0.071;14771.0;1069.0;0.0;24.0;0.0;0.0;15000.0;23688.5;0.1255;0.0231;0.0;7992;0.0178;0.0;0.0;0.0008;0.0051;0.0;0.0;0.0;0.0;0.0645;15250.0;0.0033;0.0413;20;0.0;0.0831;515.0;0.0;0.0374;60096;0.5012559027;23.0;0.0688;7278.0;0.0143;0.0084;0.0;0.0084;0.0325;12500.0;0.0;0.0;0.773;0.0013;0.0379;0.0;508.0;0.7612;0.04;0.0017;0.0;0.0182;76249;0.0;9651;0.873605948;10997.0;"";"";7769.0;8397.0;10947.0;13832.0;14504.0;"";""
240727;0.0005;0.0408;0.0144;0.0;0.0113;0.0611;0.0032;0.0117;0.0028;0.7347;19169;16215;0.0032;0.3496;0.0171;0.0;"University of Wyoming";0.0344;9622;2578.0;0.0148;0.1093;24.0;0.0699;0.0347;11250.0;1102.0;0.0;24.0;0.0;0.0;11034.0;18079.0;0.1468;0.0324;0.0;5055;0.0097;0.0;0.0;0.0021;0.0116;0.0;0.0;0.0;0.0;0.2169;11000.0;0.0;0.0542;22;0.0;0.0241;550.0;0.0;0.0324;54733;0.5437196391;24.0;0.1074;7101.0;0.0935;0.0477;0.0;0.0069;0.025;11750.0;0.0;0.0;0.9695;0.0061;0.0718;0.0;535.0;0.9508;0.0537;0.087;0.0;0.0236;69591;0.0;9312;0.8188757807;12578.0;"";"";9423.0;9375.0;12373.0;14999.0;15403.0;"";""
243780;0.0626;0.1663;0.0076;0.0099;0.0294;0.0464;0.0009;0.0688;0.0061;0.6378;22698;28804;0.0036;0.3122;0.0;0.0;"Purdue University-Main Campus";0.0235;30849;10408.0;0.0549;0.2052;28.0;0.0317;0.0219;17250.0;1228.0;0.0;28.0;0.0;0.0005;16845.5;20428.0;0.2168;0.0216;0.0;10002;0.006;0.0;0.0;0.0011;0.0353;0.0;0.0163;0.0;0.0;0.0448;18500.0;0.0029;0.0223;19;570.0;0.0048;620.0;0.0;0.0143;81833;0.4732072498;29.0;0.0704;7000.0;0.0395;0.0;0.0;0.006;0.0179;15571.0;0.0;0.0;0.9504;0.0014;0.0457;0.0;575.0;0.5597;0.0592;0.0261;0.0;0.0156;98016;0.0;11841;0.7990543735;13545.0;"";"";4250.0;6005.0;10828.0;17605.0;21323.0;"";""
